"weight","sex","hindfoot_length","species_id"
43,"F",26,"SH"
16,"F",22,"PP"
51,"M",39,"DM"
10,"M",16,"PF"
178,"F",30,"NL"
22,"M",21,"OT"
45,"F",34,"DM"
23,"M",21,"OT"
,"M",31,"NL"
21,"F",24,"PP"
47,"M",38,"DM"
37,"M",28,"PB"
36,"M",36,"DM"
17,"F",23,"PP"
30,"M",26,"PB"
44,"F",35,"DO"
37,"M",27,"PB"
40,"M",28,"PB"
15,"M",21,"PP"
153,"F",34,"NL"
121,"M",35,"NL"
19,"F",21,"PP"
7,"M",15,"PF"
50,"M",35,"DO"
29,"F",21,"OT"
,,,"SS"
52,"M",35,"DO"
33,"M",34,"DM"
24,"M",21,"PM"
17,"M",21,"PE"
51,"M",36,"DM"
9,"F",17,"RM"
19,"M",21,"PE"
19,"F",22,"PP"
15,"M",21,"PP"
45,"F",33,"DM"
52,"F",35,"DO"
23,"M",25,"PB"
36,"F",26,"PB"
,,,"SS"
34,"F",22,"OT"
17,"F",21,"PP"
41,"F",39,"DO"
29,"M",25,"PB"
17,"M",21,"PP"
36,"M",28,"PB"
38,"M",33,"DM"
9,"M",16,"PF"
38,"F",36,"DO"
34,"M",27,"PB"
7,"F",15,"PF"
39,"M",34,"DM"
21,"F",20,"PM"
52,"M",37,"DO"
15,"M",22,"PP"
231,"M",35,"NL"
10,"M",15,"PF"
16,"F",21,"PP"
17,"F",20,"PM"
14,"F",20,"PP"
10,"F",15,"PF"
19,"M",21,"PL"
50,"F",33,"DO"
49,"M",35,"DM"
14,"M",20,"PP"
38,"F",27,"PB"
27,"M",19,"OT"
34,"F",28,"PB"
24,"F",21,"PM"
8,"F",15,"PF"
9,"M",16,"PF"
21,"F",19,"OT"
15,"F",22,"PP"
38,"F",36,"DM"
25,"F",18,"PM"
20,"F",21,"PP"
,,,"AH"
,,,"CB"
22,"M",22,"PP"
51,"M",38,"DO"
18,"M",21,"PM"
,,,"AH"
24,"M",20,"OT"
32,"M",26,"PB"
,,,"PB"
7,"F",15,"PF"
44,"M",36,"DM"
39,"F",34,"DM"
49,"M",33,"DM"
41,"F",36,"DM"
15,"M",22,"PP"
46,"M",36,"DM"
14,"M",17,"RM"
16,"M",22,"PP"
34,"M",26,"PB"
39,"F",34,"DM"
43,"M",36,"DM"
22,"M",20,"PM"
,,,"AH"
11,"M",20,"PP"
29,"F",25,"PB"
23,"M",22,"PM"
49,"M",39,"DM"
44,"F",36,"DM"
13,"M",21,"PP"
15,"F",21,"PP"
13,"F",20,"PP"
34,"M",26,"PB"
47,"F",38,"DO"
,,,"CB"
49,"M",36,"DM"
,,,"AH"
17,"M",20,"PM"
14,"M",22,"PP"
53,"M",36,"DM"
47,"M",35,"DM"
33,"F",26,"PB"
44,"M",35,"DM"
14,"F",23,"PP"
38,"M",38,"DO"
47,"M",38,"DO"
8,"F",15,"PF"
31,"M",27,"PB"
8,"M",16,"PF"
8,"M",16,"PF"
31,"M",25,"PB"
22,"M",22,"PP"
,,,"SS"
44,"F",36,"DM"
22,"F",20,"PM"
16,"F",21,"PP"
53,"M",37,"DO"
28,"F",21,"OT"
49,"M",36,"DM"
23,"F",22,"PM"
42,"F",34,"DM"
37,"M",26,"PB"
17,"M",22,"PM"
9,"M",16,"PF"
158,"F",34,"NL"
24,"F",21,"OT"
21,"M",21,"PM"
18,"M",20,"PM"
8,"M",15,"PF"
22,"F",20,"PM"
10,"M",16,"RM"
55,"M",36,"DM"
16,"F",21,"PL"
15,"F",21,"PP"
16,"F",21,"PP"
48,"M",36,"DM"
19,"F",21,"PP"
113,"F",49,"DS"
183,"F",33,"NL"
45,"F",35,"DM"
38,"M",27,"PB"
28,"F",26,"PB"
23,"M",20,"PM"
51,"M",36,"DO"
45,"M",35,"DM"
29,"M",21,"OT"
7,"F",16,"PF"
6,"F",15,"PF"
17,"F",20,"PM"
23,"M",26,"PB"
43,"M",35,"DM"
49,"F",34,"DM"
45,"F",36,"DM"
34,"F",21,"OT"
45,"F",37,"DM"
20,"F",21,"PE"
,,,"AH"
23,"M",20,"PM"
47,"F",33,"DO"
23,"F",21,"OT"
27,"F",26,"PB"
26,"M",24,"PB"
33,"F",27,"PB"
29,"M",25,"PB"
40,"M",30,"PB"
59,"M",38,"DO"
28,"F",26,"PB"
21,"F",21,"OT"
24,"M",20,"OT"
29,"F",21,"OT"
28,"F",26,"PB"
10,"M",16,"RM"
138,"F",33,"NL"
29,"F",25,"PB"
8,"M",15,"PF"
11,"M",15,"RM"
21,"M",22,"OT"
45,"M",35,"DM"
22,"M",21,"OT"
58,"M",36,"DO"
45,"M",32,"DO"
,,,"AH"
24,"F",22,"PM"
22,"M",22,"PM"
26,"M",20,"OT"
27,"M",22,"PM"
47,"M",35,"DM"
26,"M",21,"OT"
29,"M",27,"PB"
47,"F",33,"DO"
29,"M",25,"PB"
26,"M",20,"PM"
24,"F",21,"OT"
162,"M",32,"NL"
20,"F",20,"OT"
40,"F",35,"DM"
46,"F",36,"DM"
21,"M",23,"PP"
15,"F",18,"RM"
136,"M",30,"NL"
43,"M",26,"PB"
11,"M",16,"RM"
174,"F",33,"NL"
16,"M",21,"PP"
17,"M",19,"PM"
29,"F",26,"PB"
48,"M",36,"DM"
27,"F",20,"OT"
40,"M",26,"PB"
34,"M",27,"PB"
8,"M",16,"PF"
53,"M",34,"DO"
33,"F",21,"PM"
23,"M",22,"OT"
27,"F",26,"PB"
38,"M",26,"PB"
22,"M",22,"OT"
20,"M",20,"PM"
17,"M",22,"PP"
15,"M",20,"PM"
42,"F",36,"DM"
34,"F",35,"DM"
46,"F",36,"DM"
33,"M",29,"PB"
,,,"AH"
23,"F",21,"OT"
7,"F",16,"PF"
21,"F",21,"OT"
54,"M",35,"DM"
7,"F",15,"PF"
16,"M",22,"PP"
52,"M",34,"DO"
50,"M",35,"DM"
21,"M",21,"OT"
10,"F",21,"PL"
44,"F",37,"DM"
31,"F",27,"PB"
29,"F",26,"PB"
35,"F",26,"PB"
7,"M",16,"PF"
43,"M",36,"DM"
53,"M",37,"DM"
26,"M",26,"PB"
20,"M",21,"PM"
39,"F",35,"DM"
24,"M",20,"OT"
29,"F",20,"PM"
22,"M",21,"PM"
30,"F",25,"PB"
50,"M",36,"DO"
28,"M",19,"OT"
19,"M",21,"OT"
19,"M",21,"PM"
10,"M",17,"RM"
31,"M",27,"PB"
30,"F",26,"PB"
50,"M",36,"DM"
22,"F",20,"OT"
29,"F",27,"PB"
46,"F",35,"DO"
8,"M",16,"PF"
48,"M",35,"DM"
23,"M",20,"OT"
42,"M",33,"DM"
46,"M",36,"DO"
24,"F",19,"OT"
20,"M",22,"PL"
44,"M",35,"DM"
51,"M",36,"DM"
26,"F",17,"PM"
26,"F",19,"OT"
31,"M",26,"PB"
18,"F",20,"OT"
46,"M",36,"DO"
45,"M",34,"DO"
48,"M",36,"DM"
19,"F",10,"PL"
48,"M",37,"DM"
51,"M",37,"DO"
22,"M",21,"PL"
29,"F",26,"PB"
11,"F",21,"PP"
21,"F",20,"PM"
16,"F",20,"PP"
26,"M",20,"OT"
30,"F",25,"PB"
22,"M",21,"OT"
24,"F",19,"PM"
34,"F",26,"PB"
30,"F",21,"PM"
23,"M",21,"PM"
50,"F",35,"DO"
24,"M",21,"OT"
51,"F",34,"DO"
19,"M",20,"PE"
20,"M",21,"PM"
51,"M",36,"DO"
54,"M",37,"DM"
44,"F",36,"DM"
34,"F",27,"PB"
47,"M",35,"DO"
,"M",17,"RM"
43,"F",34,"DM"
50,"M",35,"DM"
39,"F",35,"DM"
24,"M",21,"OT"
27,"F",26,"PB"
26,"M",19,"OT"
23,"F",21,"PM"
26,"M",20,"PM"
28,"F",20,"PM"
16,"M",20,"PL"
22,"M",22,"PM"
37,"M",27,"PB"
23,"M",21,"PM"
6,"F",14,"PF"
140,"F",32,"NL"
15,"M",20,"PM"
49,"M",36,"DO"
25,"F",19,"OT"
11,"M",16,"RM"
22,"F",22,"PM"
54,"M",35,"DO"
23,"M",20,"PM"
21,"M",20,"PM"
108,"F",50,"DS"
11,"F",17,"RM"
15,"M",19,"PM"
41,"F",36,"DM"
8,"M",16,"PF"
170,"M",32,"NL"
39,"M",35,"DM"
21,"F",20,"PE"
42,"M",37,"DM"
20,"F",21,"PP"
172,"F",,"NL"
46,"M",37,"DM"
23,"F",21,"OT"
21,"F",21,"PE"
,,,"AH"
29,"F",26,"PB"
45,"F",35,"DM"
,,,"AH"
,,,"AH"
26,"F",25,"PB"
40,"M",35,"DM"
22,"M",20,"PE"
34,"M",28,"PB"
38,"F",35,"DM"
8,"F",15,"PF"
47,"M",36,"DM"
23,"M",19,"OT"
24,"F",20,"OT"
8,"F",15,"PF"
28,"M",25,"PB"
20,"M",21,"PE"
43,"M",22,"SH"
23,"M",21,"OT"
21,"F",19,"PM"
41,"M",27,"PB"
24,"M",21,"PM"
45,"F",34,"DO"
29,,26,"PB"
27,"F",25,"PB"
45,"F",34,"DO"
145,"F",32,"NL"
29,"F",26,"PB"
42,"F",38,"DM"
24,"M",22,"PM"
26,"F",20,"OT"
30,"M",27,"PB"
45,"F",34,"DM"
47,"M",35,"DM"
43,"M",34,"DM"
20,"F",19,"PM"
12,"F",17,"RM"
17,"M",21,"PM"
29,"M",25,"PB"
32,"M",27,"PB"
45,"M",27,"PB"
42,"F",35,"DM"
38,"M",27,"PB"
19,"M",20,"PM"
15,"M",17,"PE"
45,"M",34,"DO"
23,"F",21,"PM"
,,,"AH"
186,"F",34,"NL"
42,"F",34,"DM"
46,"M",36,"DM"
7,"M",16,"PF"
21,"M",19,"PM"
26,"F",20,"OT"
22,"M",20,"OT"
27,"M",23,"PM"
120,"M",33,"NL"
35,"M",27,"PB"
122,"F",34,"NL"
27,"F",26,"PB"
21,"M",22,"OT"
30,"F",25,"PB"
54,"F",38,"DO"
38,"M",35,"DM"
21,"F",20,"OT"
25,"M",20,"OT"
52,"M",37,"DO"
23,"F",20,"OT"
44,"F",37,"DM"
34,"F",27,"PB"
47,"F",34,"DO"
16,"F",20,"PE"
48,"F",35,"DO"
18,"M",21,"PM"
23,"F",21,"PM"
24,"M",21,"PM"
30,"F",22,"PM"
25,"F",20,"OT"
34,"F",35,"DM"
43,"F",37,"DM"
,,,"AH"
49,"F",37,"DO"
35,"M",28,"PB"
36,"F",35,"DM"
50,"M",36,"DM"
48,"M",35,"DM"
42,"M",37,"DM"
44,"M",36,"DM"
35,"F",27,"PB"
47,"M",35,"DM"
49,"M",35,"DO"
40,"F",38,"DM"
49,"M",36,"DM"
51,"M",35,"DO"
44,"F",37,"DM"
28,"F",26,"PB"
21,"F",20,"PM"
19,"M",21,"PM"
45,"M",36,"DO"
49,"M",36,"DM"
18,"F",21,"PM"
,,,"AH"
38,"M",34,"DM"
19,"M",20,"OT"
43,"M",37,"DM"
38,"M",35,"DM"
30,"M",27,"PB"
47,"F",37,"DM"
20,"M",20,"PE"
45,"M",36,"DM"
44,"M",37,"DM"
30,"F",27,"PB"
27,"M",20,"OT"
14,"F",20,"PM"
52,"F",34,"DO"
48,"M",36,"DM"
46,"M",36,"DM"
46,"M",36,"DO"
13,"M",20,"PM"
23,"F",19,"OT"
25,"F",20,"PM"
23,"M",21,"PM"
44,"F",35,"DM"
24,"M",20,"PM"
20,"M",20,"PE"
14,"M",20,"PM"
26,"M",21,"OT"
10,"F",17,"RM"
30,"F",26,"PB"
13,"M",19,"PM"
25,"M",21,"OT"
24,"M",20,"OT"
220,"M",32,"NL"
13,"M",20,"PM"
19,"F",20,"PM"
43,"F",35,"DM"
38,"F",35,"DM"
47,"M",36,"DM"
26,"M",22,"PM"
50,"M",36,"DO"
47,"M",36,"DM"
25,"F",21,"OT"
48,"M",36,"DM"
20,"F",21,"PM"
47,"F",35,"DO"
43,"F",36,"DM"
27,"F",26,"PB"
47,"M",36,"DM"
15,"F",21,"PM"
20,"M",21,"OT"
,,,"AH"
46,"M",35,"DO"
17,"F",20,"PM"
21,"M",20,"OT"
45,"M",37,"DM"
23,"M",22,"PM"
24,"M",26,"PB"
50,"F",36,"DO"
23,"M",20,"OT"
48,"M",35,"DM"
17,"F",21,"PE"
35,"F",27,"PB"
25,"M",20,"OT"
162,"F",34,"NL"
36,"F",34,"DM"
16,"M",20,"PM"
20,"F",21,"PM"
29,"F",26,"PB"
50,"M",37,"DO"
103,"F",50,"DS"
44,"M",36,"DM"
17,"M",20,"PM"
27,"M",27,"PB"
21,"F",20,"OT"
42,"M",37,"DO"
40,"F",36,"DM"
21,"F",20,"PE"
21,"M",20,"OT"
40,"M",36,"DM"
42,"M",36,"DM"
9,"M",18,"RM"
22,"M",20,"PE"
33,"M",27,"PB"
39,"M",32,"DM"
15,"F",20,"PM"
38,"M",26,"PB"
10,"F",16,"RM"
177,"F",34,"NL"
28,"F",26,"PB"
30,"F",20,"PM"
27,"M",26,"PB"
22,"F",21,"PL"
51,"M",36,"DM"
44,"M",36,"DM"
22,"F",20,"OT"
41,"M",37,"DM"
,,,"AH"
48,"M",,"DO"
24,"F",21,"OT"
,,,"AH"
23,"M",21,"PM"
47,"M",36,"DM"
41,"M",36,"DM"
35,"M",27,"PB"
43,"F",36,"DM"
48,"M",35,"DO"
48,"M",35,"DO"
42,"M",35,"DM"
29,"F",25,"PB"
,,,"AH"
48,"M",37,"DM"
42,"F",,"DM"
45,"F",35,"DM"
37,"F",34,"DM"
42,"M",36,"DM"
25,"F",26,"PB"
28,"F",26,"PB"
49,"F",35,"DO"
43,"M",36,"DM"
20,"M",21,"OT"
21,"M",20,"PE"
22,"F",20,"OT"
43,"F",36,"DM"
22,"F",20,"PM"
10,"M",20,"PM"
25,"M",19,"OT"
52,"M",36,"DO"
22,"M",21,"OT"
57,"M",27,"SH"
45,"F",36,"DM"
23,"F",20,"PE"
21,"F",20,"PM"
23,"F",20,"OT"
50,"F",34,"DO"
24,"F",26,"PB"
45,"M",35,"DM"
46,"F",34,"DM"
30,"M",26,"PB"
44,"F",34,"DM"
11,"F",20,"PM"
23,"M",20,"OT"
45,"M",35,"DM"
50,"M",36,"DO"
26,"F",20,"OT"
10,"M",16,"RM"
57,"F",20,"SH"
44,"F",36,"DM"
40,"F",34,"DM"
23,"F",19,"OT"
42,"M",35,"DM"
19,"F",21,"PM"
51,"M",37,"DO"
26,"F",21,"OT"
23,"F",21,"OT"
41,"M",35,"DM"
22,"M",21,"OT"
20,"M",21,"PM"
47,"F",35,"DM"
47,"M",36,"DM"
26,"F",20,"OT"
44,"M",35,"DM"
32,"M",27,"PB"
41,"M",27,"PB"
29,"M",25,"PB"
23,"M",21,"OT"
22,"M",21,"OT"
11,"M",16,"RM"
40,"F",37,"DM"
21,"M",21,"PM"
11,"F",20,"PM"
45,"F",35,"DM"
24,"M",19,"OT"
,,,"AH"
45,"M",36,"DO"
42,"F",35,"DO"
42,"F",35,"DM"
19,"M",20,"PM"
44,"F",35,"DO"
11,"F",16,"RM"
17,"M",20,"PM"
21,"M",21,"PM"
25,"F",19,"OT"
33,"M",26,"PB"
38,"F",36,"DM"
35,"M",26,"PB"
45,"F",35,"DM"
27,"F",25,"PB"
38,"M",27,"PB"
122,"F",32,"NL"
21,"M",20,"OT"
14,"M",20,"RM"
23,"M",21,"PE"
43,"F",35,"DO"
52,"M",35,"DM"
28,"F",26,"PB"
18,"F",20,"OT"
30,"F",27,"PB"
30,"M",27,"PB"
43,"M",36,"DM"
45,"M",37,"DM"
21,"M",20,"PM"
49,"M",37,"DM"
26,"M",21,"PE"
39,"F",36,"DM"
56,"M",37,"DO"
44,"F",35,"DM"
27,"F",27,"PB"
25,"F",26,"PB"
46,"M",35,"DM"
11,"F",17,"RM"
40,"M",36,"DM"
36,"F",37,"DM"
111,"F",51,"DS"
27,"F",27,"PB"
22,"M",21,"PM"
169,"F",32,"NL"
16,"F",,"PM"
44,"M",36,"DM"
22,"F",20,"PM"
41,"F",35,"DM"
9,"M",16,"RM"
42,"F",38,"DM"
29,"F",25,"PB"
45,"M",39,"DM"
24,"F",21,"PM"
28,"M",27,"PB"
27,"F",21,"PM"
50,"M",37,"DO"
39,"F",38,"DM"
22,"M",20,"OT"
27,"M",21,"OT"
27,"M",26,"PB"
181,"F",33,"NL"
8,"F",17,"RM"
9,"F",17,"RM"
27,"M",22,"PM"
9,"M",15,"RM"
38,"M",27,"PB"
22,"F",21,"OT"
41,"F",32,"DM"
16,"M",22,"PP"
43,"F",33,"DO"
,,,"AH"
28,"F",27,"PB"
43,"M",37,"DM"
24,"M",19,"PE"
22,"M",19,"OT"
38,"F",36,"DM"
43,"F",34,"DM"
26,"F",20,"OT"
49,"M",38,"DO"
35,"M",29,"PB"
18,"M",20,"PM"
28,"F",26,"PB"
20,"M",20,"PM"
17,"M",20,"PM"
23,"M",21,"OT"
31,"M",28,"PB"
17,"F",20,"PM"
45,"F",35,"DO"
19,"F",20,"PM"
25,"F",20,"OT"
28,"F",26,"PB"
21,"F",20,"OT"
45,"M",34,"DM"
50,"M",35,"DM"
22,"M",21,"PM"
21,"M",21,"PM"
46,"M",35,"DO"
22,"M",21,"PM"
49,"F",38,"DO"
21,"F",21,"OT"
35,"F",34,"DM"
18,"F",20,"PM"
48,"M",36,"DO"
44,"F",34,"DO"
45,"M",38,"DM"
39,"F",36,"DM"
42,"F",37,"DM"
26,"M",19,"OT"
139,"F",33,"NL"
30,"F",26,"PB"
53,"M",36,"DO"
32,"M",27,"PB"
39,"M",36,"DM"
10,"F",16,"RM"
44,"M",35,"DO"
25,"M",20,"OT"
24,"F",21,"OT"
22,"M",20,"OT"
40,"M",36,"DM"
44,"F",34,"DM"
17,"M",20,"PL"
45,"M",35,"DM"
37,"F",34,"DM"
42,"M",35,"DM"
24,"M",20,"OT"
46,"F",35,"DM"
45,"M",36,"DM"
16,"M",19,"PL"
28,"F",21,"OT"
44,"F",35,"DM"
36,"F",36,"DM"
43,"F",35,"DM"
53,"M",39,"DO"
43,"F",36,"DM"
44,"M",35,"DM"
24,"M",20,"OT"
22,"M",21,"OT"
44,"F",37,"DM"
43,"F",35,"DO"
29,"F",25,"PB"
44,"M",35,"DM"
20,"F",20,"OT"
45,"F",34,"DO"
51,"F",36,"DO"
23,"M",21,"PE"
25,"F",21,"PM"
24,"F",20,"OT"
,,,
41,"F",35,"DM"
43,"M",36,"DM"
41,"F",34,"DM"
21,"F",20,"PM"
18,"M",21,"OT"
22,"M",22,"PM"
28,"F",26,"PM"
20,"M",21,"PM"
10,"M",16,"RM"
32,"M",27,"PB"
41,"M",37,"DM"
39,"M",35,"DM"
122,"F",51,"DS"
45,"F",35,"DM"
23,"M",20,"PM"
41,"F",35,"DM"
42,"F",36,"DM"
28,"M",22,"PM"
42,"M",35,"DM"
31,"M",27,"PB"
52,"M",36,"DO"
44,"F",38,"DM"
46,"M",36,"DM"
43,"F",36,"DM"
25,"F",21,"OT"
46,"F",34,"DO"
178,"F",34,"NL"
30,"F",26,"PB"
40,"F",35,"DM"
47,"M",37,"DM"
41,"F",36,"DM"
36,"M",29,"PB"
22,"F",20,"OT"
39,"F",36,"DM"
10,"F",17,"RM"
42,"M",37,"DM"
22,"F",20,"OT"
27,,25,"PB"
35,"M",26,"PB"
57,"M",37,"DO"
39,"F",37,"DM"
31,"F",26,"PB"
23,"M",20,"OT"
42,"M",37,"DM"
46,"M",35,"DM"
24,"M",20,"OT"
17,"F",20,"PM"
22,"M",21,"OT"
,,,"AH"
24,"M",21,"OT"
43,"M",39,"DM"
23,"M",20,"OT"
42,"F",36,"DM"
53,"F",35,"DO"
44,"M",36,"DM"
24,"F",20,"OT"
29,"F",26,"PB"
43,"F",35,"DM"
,"M",27,"PB"
35,"M",27,"PB"
42,"M",27,"PB"
39,"M",27,"PB"
24,"F",25,"PB"
,,,
40,"F",35,"DM"
23,"F",20,"OT"
48,"F",38,"DO"
18,"M",19,"PL"
44,"M",39,"DM"
33,"F",26,"PB"
36,"M",28,"PB"
49,"M",37,"DM"
40,"F",34,"DM"
48,"M",39,"DM"
52,"F",37,"DO"
,"M",34,"DM"
51,"M",38,"DM"
52,"M",36,"DO"
18,"M",19,"PM"
56,"M",38,"DO"
51,"M",36,"DO"
23,"M",21,"PM"
37,"F",26,"PB"
42,"F",35,"DM"
20,"F",20,"OT"
43,"F",36,"DO"
25,"F",19,"OT"
45,"M",36,"DM"
47,"M",37,"DM"
44,"F",36,"DM"
44,"F",36,"DM"
22,"F",21,"OT"
41,"F",35,"DM"
25,"M",20,"PM"
49,"M",36,"DM"
43,"M",35,"DM"
23,"M",20,"OT"
41,"M",35,"DM"
45,"M",36,"DM"
49,"M",35,"DM"
22,"M",21,"OT"
23,"M",20,"OT"
23,"M",20,"OT"
40,"M",37,"DM"
42,"F",37,"DM"
43,"F",37,"DM"
20,"F",21,"PM"
28,"F",25,"PB"
43,"M",36,"DM"
35,"M",36,"DM"
42,"M",35,"DM"
50,"M",37,"DO"
40,"F",36,"DM"
26,"M",20,"OT"
23,"F",20,"PM"
43,"F",37,"DM"
21,"F",20,"OT"
41,"F",36,"DM"
44,"M",39,"DM"
23,"M",20,"PM"
23,"M",21,"PM"
23,"M",20,"OT"
46,"F",35,"DO"
21,"F",21,"PM"
20,"F",20,"PL"
45,"F",35,"DM"
41,"M",36,"DM"
41,"M",35,"DO"
,"F",20,"PM"
,"M",27,"PB"
,"F",35,"DM"
,"F",26,"PB"
,"M",21,"OT"
,,,"AH"
,"M",36,"DM"
,"F",,"RM"
,"F",35,"NL"
,"F",33,"DM"
,"F",20,"OT"
,"M",50,"DS"
,"M",27,"PB"
,"M",36,"DO"
,"F",21,"PM"
,"F",20,"PE"
,"M",35,"DM"
,"M",35,"DM"
,"F",36,"DM"
,"F",36,"DM"
,"F",35,"DM"
,"M",26,"PB"
,"F",25,"PB"
,"M",20,"OT"
,"M",37,"DO"
,"F",36,"DM"
,"F",25,"PB"
,"M",20,"PM"
,"F",26,"PB"
,,,"AH"
,"M",27,"PB"
,"F",17,"RM"
,"F",20,"OT"
,"M",35,"DM"
,"M",21,"OT"
,"M",27,"PB"
,"F",33,"DO"
,"F",20,"OT"
,"M",28,"PB"
,"M",15,"RM"
,"M",27,"PB"
,"M",35,"DO"
,"F",25,"PB"
,"M",21,"OT"
,"F",25,"PB"
,"M",35,"DM"
,"M",46,"DS"
,"F",26,"PB"
,"F",37,"DM"
,"M",35,"DM"
,"F",35,"DM"
,"M",26,"PB"
,"F",21,"PM"
,"M",39,"DO"
,"M",36,"DM"
,"F",35,"DM"
,,,
,"F",20,"OT"
,"F",20,"OT"
,"M",36,"DM"
,"M",37,"DM"
,"M",21,"OT"
,,,"SS"
,,,"SS"
,"M",34,"DO"
,"F",39,"DO"
,"F",36,"DM"
,"F",36,"PB"
,"M",35,"DM"
,"M",27,"PB"
,"M",37,"DM"
,"M",35,"DO"
,"M",36,"DM"
,"F",35,"DM"
,"M",37,"DM"
,"F",35,"DM"
,"M",38,"DO"
,"M",37,"DO"
,"F",36,"DM"
,"F",18,"PM"
,,,"SA"
,"F",38,"DO"
,"F",35,"NL"
,"M",35,"DO"
,"F",25,"PB"
,"M",35,"DM"
,,,"AH"
,,,"SA"
,"F",,"DM"
,"M",37,"DM"
,"F",36,"DM"
,"F",36,"DO"
,"F",21,"PM"
,"M",37,"DO"
,,,"SS"
,"F",35,"DM"
,"F",36,"DM"
,"M",37,"DM"
,"M",37,"DO"
,"F",36,"DM"
,"F",35,"DM"
,"F",36,"DM"
,"F",21,"PM"
,"M",35,"DM"
,,,"AH"
,"M",37,"DM"
,"M",26,"PB"
,"F",36,"DM"
,"M",39,"DO"
,"M",20,"OT"
,"M",35,"DM"
,"M",21,"OT"
,"M",37,"DM"
,"M",20,"OT"
,"F",35,"DM"
,"M",36,"DM"
,"F",36,"DM"
,"M",37,"DM"
,"F",21,"OT"
,"M",36,"DO"
,"F",20,"OT"
,"M",35,"DM"
,"M",38,"DM"
,"F",36,"DM"
,"F",20,"PM"
,"M",36,"DM"
,"M",26,"PB"
,"F",20,"OT"
,"F",26,"PB"
,"F",34,"DM"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
47,"F",35,"DM"
45,"F",35,"DM"
43,"M",35,"DM"
46,"F",35,"DM"
37,"F",35,"DM"
44,"M",39,"DM"
18,"M",21,"PP"
47,"M",36,"DM"
28,"M",20,"OT"
34,"F",26,"PB"
24,"M",21,"PE"
38,"F",35,"DM"
56,"M",36,"DM"
35,"M",25,"PB"
38,"F",25,"PB"
49,"M",36,"DM"
43,"M",35,"DM"
45,"M",34,"DM"
48,"M",35,"DM"
44,"F",36,"DM"
44,"M",37,"DM"
48,"M",37,"DM"
42,"F",26,"PB"
12,"M",16,"RM"
51,"F",36,"DM"
50,"M",37,"DM"
23,"F",20,"PM"
38,"M",26,"PB"
50,"F",34,"DO"
43,"M",36,"DM"
59,"M",35,"DO"
43,"M",37,"DM"
48,"F",35,"DM"
49,"M",37,"DM"
45,"F",33,"DM"
30,"F",21,"OT"
49,"F",35,"DM"
47,"F",37,"DM"
36,"F",27,"PB"
35,"F",25,"PB"
32,"F",19,"PE"
20,"M",20,"PP"
19,"M",23,"PP"
23,"M",21,"OT"
42,"F",36,"DM"
43,"F",34,"DM"
45,"F",36,"DM"
42,"M",27,"PB"
20,"M",21,"PP"
30,"M",27,"PB"
188,"F",33,"NL"
40,"F",38,"DM"
22,"M",21,"PP"
45,"M",36,"DM"
22,"M",22,"PP"
43,"F",34,"DM"
43,"M",28,"PB"
55,"M",36,"DO"
40,"F",36,"DM"
50,"M",36,"DM"
8,"M",14,"PF"
,,,
53,"M",35,"DM"
45,"M",35,"DM"
50,"M",36,"DM"
35,"F",25,"PB"
14,"F",19,"OT"
19,"F",25,"PB"
22,"M",22,"PP"
58,"F",37,"DM"
20,"M",21,"PP"
24,"F",19,"PE"
41,"F",36,"DM"
175,"F",34,"NL"
45,"F",35,"DM"
50,"M",37,"DM"
27,"F",20,"PM"
16,"F",18,"PM"
238,"F",31,"NL"
18,"F",22,"PP"
53,"F",35,"DM"
44,"F",36,"DM"
42,"M",35,"DM"
23,"M",20,"PE"
19,"M",21,"PP"
44,"F",36,"DM"
,,,"DM"
46,"M",36,"DM"
43,"M",34,"DM"
11,"F",16,"PF"
37,"F",25,"PB"
46,"F",35,"DM"
46,"M",35,"DM"
35,"F",19,"OT"
53,"M",36,"DM"
39,"M",27,"PB"
29,"M",19,"OT"
200,,,"NL"
44,"F",36,"DM"
45,"F",35,"DM"
47,"M",36,"DM"
38,"F",26,"PB"
47,"M",35,"DM"
17,"F",21,"PP"
31,"F",20,"OT"
31,"F",25,"PB"
19,"F",22,"PP"
47,"M",37,"DM"
8,"F",20,"PL"
30,"M",36,"DO"
14,"F",18,"RM"
19,"F",22,"PP"
46,"M",27,"PB"
45,"M",35,"DM"
29,"M",20,"OT"
17,"F",20,"PM"
20,"M",22,"PP"
22,"M",21,"PL"
59,"M",36,"DO"
49,"M",36,"DM"
18,"F",21,"PP"
28,"F",19,"OT"
42,"F",26,"PB"
18,"M",22,"PP"
40,"F",25,"PB"
46,"F",37,"DM"
140,"F",34,"NL"
40,"F",36,"DM"
52,"M",36,"DM"
44,"F",34,"DM"
17,"F",20,"PP"
61,"M",37,"DO"
13,"M",20,"PM"
21,"M",21,"PM"
50,"F",35,"DM"
20,"M",22,"PP"
20,"M",26,"PB"
20,"F",21,"PP"
26,"F",21,"PM"
52,"M",37,"DM"
46,"F",37,"DM"
48,"M",37,"DM"
48,"M",36,"DM"
14,,21,"PP"
17,"F",21,"PP"
13,"M",18,"OT"
46,"M",37,"DM"
13,"M",20,"PE"
43,"F",36,"DM"
57,"M",34,"DO"
14,"F",20,"PP"
23,"M",20,"PP"
13,"F",19,"OT"
26,"M",17,"OT"
50,"F",36,"DM"
